지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
의정부호원초등학교,지진대피소,옥외대피소,학교,경기도 의정부시 전좌로156번길 20,경기도 의정부시 호원동 292-1번지 호원동,37.7219492,127.0410928,3220,3903,Y,031-876-2456,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 의정부교육지원청,031-876-2456,2019-04-01
의정부호원초등학교,지진대피소,실내대피소,학교,경기도 의정부시 전좌로156번길 20,경기도 의정부시 호원동 292-1번지 호원동,37.7219492,127.0410928,231,88,Y,031-876-2456,,별도 지구지정사항 없음,,,,적용,특등급,,,,,,의정부호원초등학교,031-876-2456,2019-04-01
의정부효자초등학교,지진대피소,옥외대피소,학교,경기도 의정부시 부용로204번길 16,경기도 의정부시 신곡동 784-1번지 신곡동,37.7504532,127.0778664,4443,5385,Y,031-853-9814,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 의정부교육지원청,031-853-9814,2019-04-01
자금동 주민센터,지진대피소,실내대피소,기타,경기도 의정부시 거북로 13,경기도 의정부시 금오동 285-52번지,37.7503156,127.0581573,223,85,Y,031-870-7842,,별도 지구지정사항 없음,,,,적용,,,,,,,자금동주민센터,031-870-7842,2019-04-01
장암동 주민센터,지진대피소,실내대피소,기타,경기도 의정부시 장곡로250번길 23,경기도 의정부시 장암동 20-10번지,37.7264074,127.0542625,255,98,Y,031-870-7556,,별도 지구지정사항 없음,,,,적용,,,,,,,장암동주민센터,031-870-7556,2019-04-01
종합운동장,지진대피소,옥외대피소,운동장,경기도 의정부시 체육로 90,경기도 의정부시 녹양동 174-1번지 녹양동,37.7579485,127.0315954,11927,950,Y,031-828-6892,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 의정부시 시설관리공단,031-828-6892,2019-04-01
직동근린공원,지진대피소,옥외대피소,공원,경기도 의정부시 호국로1162번길 73,경기도 의정부시 의정부동 산4-5번지 일원,37.7403601,127.0326185,10000,12121,Y,031-828-2415,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 의정부시청 공원녹지과,031-828-2415,2019-04-01
푸른마당근린공원,지진대피소,옥외대피소,공원,경기도 의정부시 민락로 279,경기도 의정부시 민락동 887,37.7393601,127.0730684,15733,19070,Y,031-828-2415,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 의정부시청 공원녹지과,031-828-2415,2019-04-01
해오름근린공원,지진대피소,옥외대피소,공원,경기도 의정부시 녹양로 134,경기도 의정부시 녹양동 399번지,37.7624439,127.0348055,3000,3636,Y,031-828-2415,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 의정부시청 공원녹지과,031-828-2415,2019-04-01
호암초등학교,지진대피소,옥외대피소,학교,경기도 의정부시 호암로 47,경기도 의정부시 호원동 226-14번지 호원동,37.7052217,127.0460939,3134,3799,Y,031-872-6314,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 의정부교육지원청,031-872-6314,2019-04-01
호원2동 행정복지센터,지진대피소,실내대피소,기타,경기도 의정부시 신흥로 115,경기도 의정부시 호원동 319-2번지,37.7264162,127.0430545,390,150,Y,031-870-7182,,별도 지구지정사항 없음,,,,적용,,,,,,,호원2동 자치민원과,031-870-7182,2019-04-01
호원고등학교,지진대피소,실내대피소,학교,경기도 의정부시 망월로 56,경기도 의정부시 호원동 226-154번지 호원동,37.705387,127.0442545,861,331,Y,031-822-2018,,별도 지구지정사항 없음,,,,적용,1등급,,,,,,호원고등학교,031-822-2018,2019-04-01
호원고등학교,지진대피소,옥외대피소,학교,경기도 의정부시 망월로 56,경기도 의정부시 호원동 226-154번지,37.705387,127.0442545,3177,3851,Y,031-822-2018,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 의정부교육지원청,031-822-2018,2019-04-01
활기체육공원,지진대피소,옥외대피소,공원,경기도 의정부시 민락로 299,경기도 의정부시 민락동 888번지,37.7492081,127.1093257,30333,36767,Y,031-828-2415,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 의정부시청 공원녹지과,031-828-2415,2019-04-01
회룡중학교,지진대피소,실내대피소,학교,경기도 의정부시 안말로 45,경기도 의정부시 호원동 274-25번지 호원동,37.7153852,127.0438541,872,335,Y,031-828-2234,,별도 지구지정사항 없음,,,,적용,1등급,,,,,,회룡중학교,031-828-2234,2019-04-01
회룡중학교,지진대피소,옥외대피소,학교,경기도 의정부시 안말로 45,경기도 의정부시 호원동 274-25번지 호원 1동,37.7153852,127.0438541,5496,6662,Y,031-878-2234,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 의정부교육지원청,031-878-2234,2019-04-01
효자고등학교,지진대피소,옥외대피소,학교,경기도 의정부시 부용로 165,경기도 의정부시 신곡동 768-1번지 신곡동,37.7531466,127.0766302,3900,4727,Y,031-853-0047,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 의정부교육지원청,031-853-0047,2019-04-01
효자고등학교,지진대피소,실내대피소,학교,경기도 의정부시 부용로 165,경기도 의정부시 신곡동 768-1번지 신곡동,37.7531466,127.0766302,752,289,Y,031-853-0047,,별도 지구지정사항 없음,,,,적용,1등급,,,,,,효자고등학교,031-853-0047,2019-04-01
효자중학교,지진대피소,옥외대피소,학교,경기도 의정부시 부용로185번길 15,경기도 의정부시 신곡동 768-2번지 신곡동,37.7522848,127.0770267,3901,4728,Y,031-852-4136,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 의정부교육지원청,031-852-4136,2019-04-01
흥선동 행정복지센터,지진대피소,실내대피소,기타,경기도 의정부시 흥선로 20,경기도 의정부시 가능동 711번지,37.7462636,127.0306468,831,319,Y,031-870-6852,,별도 지구지정사항 없음,,,,적용,,,,,,,흥선동 자치민원과,031-870-6852,2019-04-01
가산초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 부발읍 황무로2065번길 112,경기도 이천시 부발읍 가산리 305-1번지,37.2416021,127.5178521,4240,5139,Y,031-636-5045,,경기도 이천시 부발읍 가산리,,,,미적용,,,,1,,4,이천시청,031-644-2980,2020-03-05
나래초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 장호원읍 이풍로63번길 114,경기도 이천시 장호원읍 나래리 293-1번지,37.16993178,127.5877117,4582,5553,Y,031-641-1669,,경기도 이천시 장호원읍 나래리,,,,미적용,,,,1,,2,이천시청,031-644-2980,2020-03-05
단월초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 단월로 98,경기도 이천시 단월동 182-3번지,37.22756799,127.4517074,5852,7093,Y,031-632-0750,,경기도 이천시 단월동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
대월중학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 대월면 대평로150번길 20,경기도 이천시 대월면 초지리306-3,37.22442199,127.4914271,6365,7715,Y,031-632-1006,,경기도 이천시 대월면 초지리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
대월초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 대월면 대평로178번길 48,경기도 이천시 대월면 초지리426-1,37.22373509,127.4928018,4091,4959,Y,031-633-2420,,경기도 이천시 대월면 초지리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
도암초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 신둔면 증신로 550,경기도 이천시 신둔면 도암리 358번지,37.31868028,127.4422159,4130,5006,Y,031-633-1760,,경기도 이천시 신둔면 도암리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
도지초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 백사면 청백리로 207,경기도 이천시 백사면 도지리410,37.30850479,127.483058,3653,4428,Y,031-632-5865,,경기도 이천시 백사면 도지리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
마장중학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 마장면 마도로 23,경기도 이천시 마장면 양촌리 54번지,37.25812572,127.3512884,5205,6309,Y,031-632-2081,,경기도 이천시 마장면 양촌리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
마장초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 마장면 오천로 130,경기도 이천시 마장면 오천리 71번지,37.24714849,127.3581623,5141,6231,Y,031-632-2003,,경기도 이천시 마장면 오천리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
매곡초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 호법면 이섭대천로96번길 8,경기도 이천시 호법면 매곡리188-1,37.21461348,127.3945153,1756,2128,Y,031-638-0982,,경기도 이천시 호법면 매곡리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
백사초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 백사면 현방로 55,경기도 이천시 백사면 현방리87-8,37.338666,127.489557,3393,4113,Y,031-632-8040,,경기도 이천시 백사면 현방리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
부발초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 부발읍 무촌로 155,경기도 이천시 부발읍 무촌리 195-5번지,37.28662624,127.4887462,4410,4853,Y,031-633-7631,,경기도 이천시 부발읍 무촌리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
부원고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 장호원읍 서동대로 8857,경기도 이천시 장호원읍 장호원리 261-5번지,37.11673439,127.6194796,4788,5804,Y,031-645-6210,,경기도 이천시 장호원읍 장호원리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
사동초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 대월면 경충대로2003번길 124-87,경기도 이천시 대월면 사동리 518번지,37.24202077,127.487137,3580,4339,Y,031-638-9163,,경기도 이천시 대월면 사동리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
설봉중학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 향교로 117,경기도 이천시 창전동 501-2번지,37.28481389,127.4513682,4828,5852,Y,031-645-9846,,경기도 이천시 창전동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
설봉초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 향교로 129,경기도 이천시 창전동 501번지,37.28479515,127.4525003,300,363,Y,031-635-7997,,경기도 이천시 창전동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
설성초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 설성면 진상미로264번길 21-165,경기도 이천시 설성면 행죽리 78-1번지,37.11011002,127.537445,3307,4008,Y,031-641-8501,,경기도 이천시 설성면 행죽리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
송곡초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 모가면 진상미로 1054,경기도 이천시 모가면 송곡리 295-2번지,37.15240533,127.483931,3723,4513,Y,031-634-5680,,경기도 이천시 모가면 송곡리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
신둔체육공원,지진대피소,옥외대피소,공원,경기도 이천시 신둔면 경충대로3234번길 37,경기도 이천시 신둔면 수광리 758번지,37.31616509,127.3973784,9670,11721,Y,031-644-3843,,경기도 이천시 신둔면 수광리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
신둔초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 신둔면 경충대로3150번길 82-3,경기도 이천시 신둔면 수광리 262-1번지,37.31024528,127.4035291,4402,5336,Y,031-634-4104,,경기도 이천시 신둔면 수광리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
신하초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 부발읍 경충대로2250번길 12,경기도 이천시 부발읍 신하리374-2,37.260952,127.4786237,5485,6648,Y,031-636-6755,,경기도 이천시 부발읍 신하리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
아미초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 부발읍 신아로92번길 32,경기도 이천시 부발읍 아미리761-6,37.25826004,127.4908668,4533,5495,Y,031-631-8742,,경기도 이천시 부발읍 아미리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
안흥초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 영창로300번길 16,경기도 이천시 안흥동 344-1번지,37.28061414,127.4563136,12094,14659,Y,031-631-7956,,경기도 이천시 안흥동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
온천공원,지진대피소,옥외대피소,공원,경기도 이천시 애련정로136번길 84,경기도 이천시 창전동 503,37.28219727,127.4523178,12469,15114,Y,031-644-3843,,경기도 이천시 창전동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
율면초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 율면 고당로 48,경기도 이천시 율면 고당리545,37.08722418,127.5427675,4660,5648,Y,031-643-1664,,경기도 이천시 율면 고당리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
이천고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 아리역로16번길 1,경기도 이천시 증포동 402,37.28795295,127.4476069,9725,11788,Y,031-645-0885,,경기도 이천시 증포동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
이천공설운동장,지진대피소,옥외대피소,운동장,경기도 이천시 서희로 7-14,경기도 이천시 중리동 449번지,37.27651379,127.440792,10781,13068,Y,031-644-4323,,경기도 이천시 중리동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
이천남초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 경충대로2614번길 32,경기도 이천시 중리동 455번지,37.27697522,127.4436586,6370,7287,Y,031-633-5674,,경기도 이천시 중리동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
이천세무고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 설성면 설성로15번길 26,경기도 이천시 설성면 금당리 175번지,37.13607455,127.5188877,8263,10015,Y,031-641-6038,,경기도 이천시 설성면 금당리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
이천세무서 앞 광장,지진대피소,옥외대피소,기타,,경기도 이천시 중리동 371-6,37.27157335,127.4362895,3392,4112,Y,031-644-3844,,경기도 이천시 중리동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
이천송정초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 영창로45번길 165,경기도 이천시 송정동 375-23번지,37.29416028,127.4333883,3982,4827,Y,031-631-8432,,경기도 이천시 송정동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
이천양정여자고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 영창로 119,경기도 이천시 관고동 77번지,37.284184,127.435973,9044,10962,Y,031-633-7801,,경기도 이천시 관고동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
이천제일고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 애련정로 26,경기도 이천시 안흥동 140번지,37.27953656,127.4581653,7700,9333,Y,031-633-3271,,경기도 이천시 안흥동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
이천중학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 애련정로 50,경기도 이천시 안흥동 148,37.279346,127.4561796,10925,13242,Y,070-8854-3722,,경기도 이천시 안흥동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
이천초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 서희로81번길 20,경기도 이천시 창전동 421-21번지,37.28401201,127.4422683,6970,7522,Y,031-633-9454,,경기도 이천시 창전동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
이현고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 증신로 88,경기도 이천시 갈산동 588번지,37.28562205,127.4577196,3319,4023,Y,031-645-6591,,경기도 이천시 갈산동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
이황초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 장호원읍 경충대로 456-20,경기도 이천시 장호원읍 이황리 159번지,37.14561069,127.587726,2947,3572,Y,031-641-1152,,경기도 이천시 장호원읍 이황리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
장호원중학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 장호원읍 샘재로 27-15,경기도 이천시 장호원읍 노탑리 717번지,37.12648498,127.6170879,9370,11357,Y,031-641-2284,,경기도 이천시 장호원읍 노탑리,,,,미적용,,,,1,,3,이천시청,031-644-2980,2020-03-05
장호원초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 장호원읍 장감로 46,경기도 이천시 장호원읍 장호원리104,37.11575745,127.6277392,4519,5478,Y,031-641-4501,,경기도 이천시 장호원읍 장호원리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
증포중학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 애련정로 218,경기도 이천시 증포동 476번지,37.28807041,127.455539,1717,2081,Y,031-638-2739,,경기도 이천시 증포동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
증포초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 이섭대천로 1418,경기도 이천시 증포동 477번지,37.29419851,127.4571355,3571,4328,Y,031-637-2063,,경기도 이천시 증포동,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
진가초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 모가면 진상미로 1321-14,경기도 이천시 모가면 진가리 156번지,37.17478898,127.4792003,4278,5185,Y,031-634-9588,,경기도 이천시 모가면 진가리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
표교초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 마장면 중부대로609번길 28-1,경기도 이천시 마장면 목리 228번지,37.25675021,127.4058397,3150,3818,Y,031-638-3720,,경기도 이천시 마장면 목리,,,,미적용,,,,1,,5,이천시청,031-644-2980,2020-03-05
한내초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 갈산로 71,경기도 이천시 증포동 70-5번지,37.29041166,127.4615017,3110,3769,Y,031-636-9384,,경기도 이천시 증포동,,,,미적용,,,,1,,1,이천시청,031-644-2980,2020-03-05
호법초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 이천시 호법면 이섭대천로537번길 8,경기도 이천시 호법면 후안리295,37.22427414,127.4273318,3364,4078,Y,031-633-5647,,경기도 이천시 호법면 후안리,,,,미적용,,,,1,,0,이천시청,031-644-2980,2020-03-05
가온초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 가온로 134,경기도 파주시 목동동 687번지,37.72067942,126.7472819,2870,1739,Y,031-945-1792,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
갈현초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 탄현면 평화로591번길 76,경기도 파주시 탄현면 갈현리 653-1번지,37.77206614,126.716817,1532,928,Y,031-945-9394,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
경기도 파주시 법원읍,지진대피소,옥외대피장소,운동장,경기도 파주시 법원읍 술이홀로1333번길 69,경기도 파주시 법원읍 금곡리 428-1번지,37.88232896,126.8752203,4732,2868,Y,031-958-7003,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
광탄고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 광탄면 혜음로1128번길 16,경기도 파주시 광탄면 신산리 232번지,37.78343822,126.8489184,1892,1147,Y,031-956-0009,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
광탄체육공원,지진대피소,옥외대피장소,공원,경기도 파주시 광탄면 부흥로 12-5,경기도 파주시 광탄면 방축리 386-8번지,37.80788046,126.8504445,23077,13986,Y,031-940-4119,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
교하고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 책향기로 180,경기도 파주시 동패동 1707번지,37.72263642,126.7217224,3181,1928,Y,031-956-7600,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
교하중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 책향기로 194,경기도 파주시 동패동 1706번지,37.72281465,126.7208094,3528,2138,Y,031-941-1505,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
교하체육공원,지진대피소,옥외대피장소,공원,경기도 파주시 하지석길 165-75,경기도 파주시 하지석동 326-3번지,37.76328907,126.7428062,8629,5230,Y,031-940-4119,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
교하초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 동편길 13,경기도 파주시 교하동 337번지,37.75372283,126.7470606,10175,6167,Y,031-941-4706,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
금릉중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 후곡로 66,경기도 파주시 금촌동 996번지,37.75152677,126.7729503,3553,2153,Y,031-950-0311,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
금릉초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 후곡로 56,경기도 파주시 금촌동 994번지,37.75255717,126.7728092,2734,1657,Y,031-8071-9000,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
금촌고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 쇠재1길 18,경기도 파주시 금릉동 451번지,37.75019716,126.7787668,4592,2783,Y,031-956-7801,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
금촌중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 쇠재1길 21,경기도 파주시 금릉동 449번지,37.75128689,126.7787863,2630,1594,Y,031-940-2307,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
금촌체육공원,지진대피소,옥외대피장소,공원,경기도 파주시 평화로 120,경기도 파주시 금촌동 378번지,37.76804855,126.7682855,73636,44628,Y,031-940-4119,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
금촌초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 동산3길 38-11,경기도 파주시 금촌동 929-1번지,37.76137209,126.7690372,13153,7972,Y,031-941-2573,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
금향초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 쇠재로 123,경기도 파주시 금촌동 1007번지,37.75259359,126.7767807,2600,1576,Y,031-957-9051,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
금화초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 새꽃로 55,경기도 파주시 금촌동 974번지,37.75504099,126.7676543,9248,5605,Y,031-957-2062,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
내포리체육공원,지진대피소,옥외대피장소,공원,경기도 파주시 문산읍 방촌로 1213-48,경기도 파주시 문산읍 내포리 산140-1번지,37.8396723,126.7461448,10510,6370,Y,031-940-5713,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
능안초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 조리읍 능안로 145,경기도 파주시 조리읍 능안리 53-6번지,37.74036216,126.7926193,2822,1710,Y,031-946-0891,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
동패고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 교하로 350,경기도 파주시 동패동 1976번지,37.71124139,126.7344111,3551,2152,Y,031-956-8600,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
동패중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 교하로 381,경기도 파주시 동패동 1765번지,37.70857077,126.7359552,3906,2367,Y,031-956-8600,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
동패초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 교하로 272,경기도 파주시 동패동 1795번지,37.7173879,126.740175,3430,2079,Y,031-949-7360,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
두일중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 책향기숲길 39,경기도 파주시 동패동 1744번지,37.71998361,126.7125587,2975,1803,Y,031-946-6901,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
두일초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 책향기숲길 47,경기도 파주시 동패동 1743번지,37.72010149,126.7136108,2640,1600,Y,031-946-2161,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
마지초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 적성면 칠중1길 39,경기도 파주시 적성면 마지리 60-4번지,37.95209343,126.9197402,2579,1563,Y,031-959-4135,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
문발초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 노을빛로 21,경기도 파주시 문발동 555번지,37.72616851,126.7069675,3015,1827,Y,031-949-9464,실내대피소,별도 지구지정사항 없음,0,,,적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
문산고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 문산읍 당동1로 22,경기도 파주시 문산읍 당동리 149번지,37.86236278,126.7768637,5141,3116,Y,031-950-9600,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
문산동중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 문산읍 독산로31번길 73-1,경기도 파주시 문산읍 문산리 95-9번지,37.85968054,126.7820945,6400,3879,Y,031-953-9566,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
문산동초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 문산읍 선유울3길 85,경기도 파주시 문산읍 선유리 788-1번지,37.86563018,126.7981374,3720,2255,Y,031-953-8150,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
문산북중학교  운동장,지진대피소,옥외대피장소,운동장,경기도 파주시 문산읍 당동1로 22,경기도 파주시 문산읍 당동리 149번지,37.86236278,126.7768637,5141,3116,Y,031-950-9660,,별도 지구지정사항 없음,0,,,미적용,,,,1,,,경기도 파주시,031-940-5710,2020-03-19
